466,37.12
467,37.12
468,37.22
469,37.35
470,37.35
471,37.56
472,37.63
473,37.77
474,37.85
475,37.85
476,37.94
477,38.26
478,38.26
479,38.26
480,38.26
481,38.26
482,38.48
483,38.68
484,38.83
485,38.91
486,38.91
487,39.08
488,39.49
489,39.74
490,39.97
491,40.07
492,40.16
493,40.65
494,40.87
495,41.25
496,41.47
497,41.75
498,41.75
499,42.0
500,42.0
501,42.22
502,42.43
503,42.67
504,42.96
505,43.13
506,43.52
507,43.65
508,43.65
509,43.88
510,44.15
511,44.33
512,44.33
513,44.49
514,44.53
515,44.82
516,44.97
517,45.06
518,45.55
519,45.78
520,46.16
521,46.16
522,46.16
523,46.64
524,46.89
525,47.14
526,47.48
527,47.57
528,47.9
529,47.95
530,48.24
531,48.3
532,48.56
533,48.94
534,49.04
535,49.43
536,49.63
537,49.73
538,49.79
539,50.11
540,50.36
541,50.66
542,50.7
543,50.84
544,50.98
545,51.26
546,51.64
547,52.07
548,52.14
549,52.42
550,52.43
551,52.43
552,52.46
553,52.5
554,53.02
555,53.08
556,53.4
557,53.69
558,54.12
559,54.12
560,54.12
561,54.3
562,54.42
563,54.74
564,54.96
565,55.18
566,55.28
567,55.66
568,55.69
569,55.76
570,56.05
571,56.39
572,56.85
573,56.85
574,56.97
575,57.02
576,57.19
577,57.48
578,57.65
579,57.71
580,57.81
581,58.13
582,58.36
583,58.45
584,58.45
585,58.59
586,58.68
587,58.73
588,59.02
589,59.34
590,59.73
591,59.73
592,59.95
593,60.53
594,60.63
595,60.86
596,60.86
597,61.43
598,61.63
599,61.93
600,62.39
601,62.72
602,62.84
603,62.9
604,63.06
605,63.48
606,63.88
607,64.1
608,64.37
609,64.6
610,64.87
611,65.02
612,65.34
613,65.57
614,66.03
615,66.46
616,66.72
617,66.82
618,66.91
619,66.97
620,67.29
621,67.47
622,67.97
623,68.01
624,68.42
625,68.66
626,68.96
627,69.27
628,69.43
629,69.75
630,70.13
631,70.26
632,70.73
633,70.96
634,71.23
635,71.23
636,71.55
637,71.77
638,72.04
639,72.21
640,72.47
641,72.83
642,72.87
643,73.05
644,73.47
645,73.83
646,74.11
647,74.14
648,74.25
649,74.62
650,74.93
651,75.17
652,75.29
653,75.46
654,75.81
655,76.26
656,76.82
657,76.84
658,76.86
659,77.49
660,77.77
661,78.17
662,78.64
663,78.94
664,79.3
665,79.3
666,79.93
667,80.1
668,80.12
669,80.25
670,80.65
671,80.87
672,81.12
673,81.43
674,81.51
675,81.84
676,82.14
677,82.3
678,82.91
679,83.04
680,83.3
681,83.4
682,83.42
683,83.74
684,83.78
685,83.93
686,84.04
687,84.11
688,84.16
689,84.52
690,84.72
691,84.8
692,84.83
693,85.12
694,85.22
695,85.59
696,85.62
697,86.03
698,86.4
699,86.84
700,87.02
701,87.09
702,87.11
703,87.62
704,88.0
705,88.41
706,88.66
707,88.83
708,88.84
709,88.86
710,88.86
711,88.95
712,89.16
713,89.25
714,89.87
715,90.07
716,90.08
717,90.17
718,90.39
719,90.61
720,90.63
721,90.64
722,90.65
723,90.96
724,91.13
725,91.18
726,91.19
727,91.22
728,91.22
729,91.23
730,91.3
731,91.52
732,91.57
733,91.94
734,91.94
735,92.13
736,92.45
737,92.51
738,92.55
739,92.6
740,92.62
741,92.62
742,92.62
743,92.65
744,92.65
745,92.66
746,92.67
747,93.29
748,93.33
749,93.74
750,93.74
751,93.88
752,93.88
753,93.92
754,93.92
755,93.92
756,93.96
757,93.96
758,93.96
759,94.36
760,94.43
761,94.44
762,94.44
763,94.44
764,94.44
765,94.59
766,94.66
767,94.66
768,94.66
769,94.85
770,94.86
771,95.07
772,95.07
773,95.08
774,95.1
775,95.1
776,95.52
777,95.52
778,95.52
779,95.52
780,96.12
781,96.57
782,97.08
783,97.08
784,97.08
785,97.08
786,97.08
787,97.17
788,97.17
789,97.76
790,97.78
791,97.78
792,97.78
793,97.8
794,98.24
795,98.24
796,98.24
797,98.28
798,98.28
799,98.28
800,98.28
801,98.29
802,98.29
803,98.3
804,98.31
805,98.41
806,98.42
807,98.43
808,98.43
809,98.43
810,98.43
811,98.43
812,98.43
813,98.46
814,98.77
815,98.77
816,98.77
817,98.77
818,98.77
819,98.77
820,98.77
821,98.79
822,98.8
823,98.94
824,98.94
825,98.94
826,98.94
827,98.94
828,98.94
829,98.98
830,99.01
831,99.01
832,99.31
833,99.32
834,99.32
835,99.32
836,99.32
837,99.32
838,99.32
839,99.32
840,99.32
841,99.32
842,99.32
843,99.32
844,99.32
845,99.32
846,99.32
847,99.32
848,99.32
849,99.32
850,99.32
851,99.32
852,99.32
853,99.32
854,99.32
855,99.32
856,99.32
857,99.32
858,99.32
859,99.32
860,99.33
861,99.33
862,99.33
863,99.33
864,99.33
865,99.33
866,99.33
867,99.33
868,99.33
869,99.33
870,99.33
871,99.33
872,99.33
873,99.33
874,99.33
875,99.35
876,99.35
877,99.35
878,99.35
879,99.35
880,99.35
881,99.64
882,99.64
883,99.64
884,99.64
885,99.64
886,99.65
887,99.65
888,99.66
889,99.66
890,99.66
891,99.66
892,99.66
893,99.66
894,99.66
895,99.66
896,99.66
897,99.79
898,99.79
899,99.79
900,99.79
901,99.79
902,99.79
903,99.79
904,99.79
905,99.79
906,99.79
907,99.79
908,99.79
909,99.79
910,99.79
911,99.79
912,99.79
913,99.79
914,99.79
915,99.79
916,99.79
917,99.79
918,99.79
919,99.79
920,99.79
921,99.79
922,99.79
923,99.88
924,99.88
925,99.88
926,99.88
927,99.88
928,99.88
929,99.88
930,99.88
931,99.95
932,99.95
933,99.95
934,99.95
935,99.95
936,99.95
937,99.95
938,99.95
939,99.95
940,99.95
941,99.95
942,99.95
943,99.95
944,99.95
945,99.95
946,99.95
947,99.95
948,99.95
949,99.95
950,99.95
951,99.95
952,99.95
953,99.95
954,99.95
955,99.95
956,99.95
957,99.95
958,99.95
959,99.95
960,99.95
961,99.95
962,99.95
963,99.95
964,99.95
965,99.95
966,99.95
967,99.95
968,99.95
969,99.95
970,99.95
971,99.95
972,99.95
973,99.95
974,99.95
975,99.95
976,99.95
977,99.95
978,99.95
979,99.95
980,99.95
981,99.95
982,99.95
983,100.0
984,100.0
985,100.0
986,100.0
987,100.0
988,100.0
989,100.0
990,100.0
991,100.0
992,100.0
993,100.0
994,100.0
995,100.0
996,100.0
997,100.0
998,100.0
999,100.0
