iterations,f=3,f=4,f=5,f=6,f=7,f=8,f=9,f=10
2942,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2943,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2944,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2945,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2946,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2947,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2948,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2949,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2950,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2951,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2952,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2953,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2954,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2955,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2956,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2957,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2958,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2959,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2960,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2961,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2962,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2963,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2964,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2965,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2966,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2967,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2968,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2969,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2970,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2971,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2972,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2973,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2974,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2975,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2976,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2977,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2978,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2979,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2980,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2981,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2982,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2983,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2984,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2985,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2986,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2987,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2988,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2989,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2990,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2991,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2992,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2993,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2994,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2995,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2996,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2997,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2998,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
2999,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3000,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3001,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3002,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3003,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3004,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3005,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3006,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3007,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3008,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3009,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3010,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3011,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3012,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3013,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3014,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3015,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3016,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3017,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3018,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3019,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3020,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3021,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3022,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3023,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3024,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3025,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3026,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3027,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3028,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3029,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3030,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3031,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3032,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3033,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3034,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3035,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3036,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3037,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3038,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3039,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3040,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3041,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3042,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3043,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3044,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3045,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3046,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3047,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3048,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3049,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3050,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3051,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3052,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3053,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3054,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3055,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3056,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3057,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3058,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3059,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3060,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3061,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3062,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3063,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3064,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3065,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3066,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3067,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3068,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3069,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3070,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3071,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3072,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3073,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3074,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3075,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3076,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3077,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3078,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3079,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3080,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3081,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3082,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3083,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3084,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3085,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3086,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3087,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3088,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3089,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3090,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3091,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3092,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3093,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3094,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3095,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3096,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3097,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3098,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3099,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3100,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3101,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3102,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3103,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3104,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3105,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3106,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3107,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3108,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3109,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3110,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3111,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3112,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3113,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3114,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3115,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3116,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3117,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3118,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3119,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3120,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3121,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3122,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3123,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3124,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3125,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3126,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3127,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3128,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3129,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3130,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3131,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3132,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3133,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3134,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3135,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3136,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3137,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3138,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3139,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3140,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3141,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3142,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3143,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3144,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3145,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3146,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3147,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3148,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3149,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3150,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3151,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3152,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3153,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3154,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3155,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3156,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3157,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3158,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3159,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3160,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3161,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3162,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3163,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3164,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3165,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3166,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3167,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3168,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3169,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3170,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3171,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3172,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3173,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3174,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3175,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3176,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3177,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3178,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3179,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3180,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3181,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3182,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3183,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3184,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3185,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3186,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3187,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3188,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3189,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3190,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3191,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3192,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3193,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3194,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3195,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3196,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3197,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3198,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3199,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3200,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3201,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3202,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3203,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3204,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3205,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3206,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3207,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3208,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3209,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3210,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3211,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3212,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3213,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3214,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3215,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3216,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3217,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3218,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3219,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3220,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3221,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3222,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3223,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3224,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3225,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3226,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3227,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3228,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3229,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3230,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3231,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3232,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3233,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3234,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3235,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3236,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3237,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3238,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3239,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3240,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3241,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3242,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3243,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3244,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3245,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3246,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3247,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3248,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3249,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3250,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3251,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3252,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3253,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3254,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3255,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3256,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3257,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3258,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3259,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3260,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3261,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3262,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3263,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3264,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3265,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3266,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3267,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3268,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3269,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3270,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3271,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3272,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3273,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3274,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3275,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3276,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3277,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3278,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3279,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3280,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3281,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3282,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3283,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3284,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3285,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3286,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3287,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3288,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3289,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3290,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3291,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3292,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3293,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3294,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3295,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3296,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3297,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3298,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3299,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3300,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3301,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3302,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3303,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3304,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3305,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3306,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3307,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3308,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3309,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3310,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3311,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3312,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3313,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3314,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3315,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3316,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3317,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3318,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3319,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3320,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3321,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3322,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3323,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3324,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3325,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3326,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3327,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3328,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3329,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3330,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3331,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3332,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3333,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3334,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3335,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3336,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3337,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3338,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
3339,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
