"iterations","avg_extended_size","fit"
325,22.89,20.8733633043702
326,22.89,20.9523617506128
327,22.89,21.0320451713804
328,22.97,21.1124180026251
329,23.12,21.1934846796593
330,23.12,21.2752496364765
331,23.23,21.357717305058
332,23.48,21.4408921146669
333,23.57,21.5247784911289
334,23.69,21.6093808561002
335,23.78,21.6947036263214
336,23.78,21.7807512128589
337,24,21.8675280203323
338,24,21.9550384461289
339,24.08,22.0432868796039
340,24.08,22.132277701268
341,24.12,22.222015281961
342,24.12,22.3125039820114
343,24.12,22.4037481503832
344,24.21,22.4957521238086
345,24.28,22.5885202259068
346,24.28,22.6820567662896
347,24.28,22.7763660396531
348,24.28,22.8714523248558
349,24.36,22.9673198839829
350,24.46,23.0639729613969
351,24.64,23.1614157827749
352,24.95,23.259652554132
353,24.95,23.3586874608311
354,25.27,23.4585246665793
355,25.47,23.559168312411
356,25.47,23.6606225156569
357,25.63,23.7628913689004
358,25.63,23.8659789389202
359,25.63,23.96988926562
360,25.72,24.0746263609447
361,25.82,24.1801942077839
362,25.9,24.2865967588622
363,26.04,24.393837935617
364,26.17,24.5019216270631
365,26.17,24.6108516886452
366,26.17,24.7206319410777
367,26.17,24.831266169172
368,26.25,24.9427581206524
369,26.42,25.0551115049592
370,26.42,25.1683299920402
371,26.42,25.2824172111311
372,26.42,25.3973767495238
373,26.73,25.5132121513239
374,26.9,25.629926916197
375,27.1,25.7475244981041
376,27.34,25.8660083040272
377,27.44,25.9853816926836
378,27.52,26.1056479732307
379,27.62,26.2268104039608
380,27.62,26.3488721909872
381,27.62,26.4718364869196
382,27.78,26.5957063895321
383,27.96,26.7204849404217
384,27.96,26.8461751236589
385,28.03,26.9727798644303
386,28.19,27.1003020276736
387,28.39,27.2287444167055
388,28.39,27.3581097718425
389,28.44,27.4884007690155
390,28.54,27.6196200183783
391,28.61,27.7517700629104
392,28.68,27.8848533770142
393,28.77,28.0188723651081
394,28.87,28.1538293602148
395,28.96,28.2897266225454
396,29.25,28.4265663380809
397,29.25,28.5643506171499
398,29.29,28.7030814930039
399,29.45,28.8427609203917
400,29.59,28.9833907741304
401,29.66,29.1249728476775
402,29.91,29.2675088517011
403,29.91,29.411000412651
404,30.08,29.5554490713303
405,30.37,29.7008562814685
406,30.37,29.8472234082958
407,30.51,29.9945517271209
408,30.59,30.1428424219109
409,30.88,30.2920965838755
410,31.23,30.4423152100553
411,31.23,30.5934992019151
412,31.38,30.7456493639424
413,31.38,30.8987664022533
414,31.62,31.0528509232038
415,31.91,31.20790343201
416,31.91,31.3639243313757
417,31.91,31.5209139201298
418,31.98,31.6788723918726
419,31.98,31.8377998336333
420,32.01,31.9976962245379
421,32.21,32.1585614344897
422,32.39,32.3203952228617
423,32.39,32.4831972372032
424,32.54,32.6469670119596
425,32.61,32.8117039672078
426,32.8,32.9774074074072
427,32.83,33.1440765201664
428,33.06,33.3117103750282
429,33.06,33.4803079222716
430,33.25,33.6498679917334
431,33.35,33.8203892916485
432,33.62,33.9918704075118
433,33.75,34.1643098009596
434,33.88,34.3377058086747
435,34.12,34.5120566413128
436,34.38,34.6873603824539
437,34.65,34.8636149875765
438,34.65,35.0408182830585
439,34.86,35.2189679652031
440,34.92,35.3980615992921
441,35.06,35.5780966186659
442,35.42,35.7590703238336
443,35.75,35.9409798816103
444,36.03,36.1238223242861
445,36.03,36.3075945488247
446,36.08,36.4922933160943
447,36.08,36.6779152501309
448,36.32,36.8644568374341
449,36.59,37.0519144262975
450,36.63,37.2402842261735
451,36.92,37.4295623070736
452,37.06,37.6197445990046
453,37.2,37.8108268914427
454,37.47,38.0028048328438
455,37.56,38.1956739301932
456,37.85,38.3894295485944
457,38.18,38.584066910897
458,38.41,38.7795810973656
459,38.48,38.9759670453896
460,38.77,39.173219549235
461,39.03,39.371333259838
462,39.11,39.5703026846427
463,39.11,39.7701221874813
464,39.28,39.970785988499
465,39.47,40.1722881641239
466,39.74,40.3746226470821
467,39.74,40.5777832264583
468,39.94,40.7817635478032
469,39.94,40.9865571132877
470,39.94,41.1921572819042
471,40.2,41.398557269716
472,40.45,41.6057501501548
473,40.45,41.8137288543663
474,40.86,42.0224861716059
475,41.18,42.2320147496824
476,41.45,42.4423070954522
477,41.73,42.6533555753635
478,41.99,42.8651524160499
479,42.04,43.0776897049755
480,42.25,43.29095939113
481,42.25,43.5049532857744
482,42.52,43.7196630632391
483,42.78,43.9350802617712
484,42.97,44.1511962844348
485,43.23,44.3680024000615
486,43.4,44.5854897442527
487,43.72,44.8036493204333
488,43.93,45.0224720009568
489,44.25,45.241948528261
490,44.34,45.4620695160762
491,44.51,45.6828254506831
492,44.6,45.9042066922226
493,44.77,46.1262034760561
494,45.09,46.3488059141757
495,45.42,46.5720039966661
496,45.85,46.7957875932147
497,46.14,47.020146454673
498,46.2,47.245070214666
499,46.44,47.4705483912517
500,46.61,47.6965703886283
501,46.96,47.9231254988897
502,46.96,48.1502029038285
503,47.19,48.3777916767866
504,47.42,48.6058807845515
505,47.55,48.8344590892988
506,47.88,49.0635153505806
507,47.94,49.2930382273575
508,48.18,49.5230162800755
509,48.5,49.7534379727857
510,48.58,49.9842916753063
511,48.78,50.2155656654268
512,48.94,50.4472481311532
513,48.94,50.6793271729923
514,49.28,50.9117908062766
515,49.58,51.144626963526
516,49.63,51.3778234968486
517,49.81,51.611368180376
518,50.06,51.8452487127356
519,50.41,52.0794527195565
520,50.69,52.313967756009
521,50.88,52.5487813093764
522,51.19,52.7838808016576
523,51.19,53.0192535922008
524,51.47,53.2548869803651
525,51.69,53.4907682082106
526,51.98,53.7268844632145
527,51.98,53.9632228810132
528,52.32,54.1997705481683
529,52.51,54.4365145049556
530,52.81,54.6734417481756
531,53,54.9105392339845
532,53.23,55.1477938807447
533,53.55,55.3851925718922
534,53.93,55.6227221588212
535,54.15,55.8603694637839
536,54.4,56.0981212828031
537,54.68,56.3359643885984
538,55.04,56.5738855335226
539,55.26,56.8118714525082
540,55.53,57.0499088660219
541,55.85,57.2879844830262
542,55.94,57.5260850039461
543,56.37,57.76419712364
544,56.37,58.0023075343739
545,56.49,58.2404029287955
546,56.87,58.4784700029092
547,57.2,58.7164954590495
548,57.49,58.9544660088504
549,57.75,59.1923683762114
550,58.12,59.4301893002576
551,58.31,59.6679155382917
552,58.51,59.9055338687385
553,58.51,60.1430310940786
554,58.7,60.3803940437712
555,59.05,60.6176095771637
556,59.18,60.8546645863877
557,59.34,61.0915459992392
558,59.43,61.3282407820418
559,59.8,61.5647359424924
560,60.02,61.8010185324872
561,60.02,62.0370756509262
562,60.35,62.2728944464973
563,60.44,62.5084621204356
564,60.81,62.743765929259
565,60.95,62.9787931874782
566,61.25,63.213531270279
567,61.46,63.4479676161774
568,61.92,63.6820897296449
569,61.92,63.9158851837036
570,62.12,64.1493416224899
571,62.31,64.382446763785
572,62.67,64.6151884015131
573,63.11,64.8475544082032
574,63.31,65.0795327374166
575,63.67,65.3111114261373
576,63.92,65.5422785971243
577,64.19,65.7730224612262
578,64.49,66.0033313196558
579,64.66,66.2331935662246
580,65.03,66.4625976895361
581,65.23,66.6915322751373
582,65.41,66.9199860076275
583,65.62,67.1479476727234
584,65.88,67.3754061592803
585,66.11,67.6023504612686
586,66.38,67.8287696797045
587,66.46,68.0546530245347
588,66.82,68.2799898164749
589,67.1,68.5047694888001
590,67.58,68.7289815890887
591,68.01,68.9526157809166
592,68.27,69.1756618455045
593,68.38,69.3981096833145
594,68.67,69.6199493155986
595,69.09,69.8411708858966
596,69.26,70.0617646614845
597,69.51,70.281721034772
598,69.51,70.50103052465
599,69.58,70.7196837777866
600,69.75,70.937671569873
601,69.89,71.1549848068173
602,70.32,71.3716145258882
603,70.55,71.5875518968063
604,70.96,71.8027882227846
605,71.34,72.0173149415176
606,71.44,72.2311236261191
607,71.79,72.4442059860085
608,72.05,72.6565538677459
609,72.57,72.8681592558162
610,72.84,73.0790142733623
611,73.21,73.289111182867
612,73.46,73.4984423867849
613,73.48,73.7070004281235
614,73.76,73.9147779909744
615,73.76,74.1217679009942
616,73.98,74.3279631258365
617,74.38,74.533356775534
618,74.6,74.7379421028322
619,74.69,74.9417125034742
620,74.95,75.1446615164382
621,74.99,75.3467828241258
622,75.23,75.548070252505
623,75.6,75.748517771205
624,75.69,75.9481194935652
625,75.95,76.146869676639
626,76.01,76.3447627211513
627,76.11,76.5417931714126
628,76.22,76.737955715188
629,76.44,76.9332451835233
630,76.55,77.127656550528
631,76.75,77.3211849331165
632,77.11,77.5138255907066
633,77.29,77.7055739248785
634,77.57,77.8964254789927
635,77.81,78.0863759377677
636,78.16,78.2754211268205
637,78.51,78.4635570121673
638,78.51,78.6507796996876
639,78.8,78.8370854345511
640,79.27,79.022470600609
641,79.27,79.2069317197498
642,79.79,79.3904654512207
643,79.89,79.5730685909151
644,79.93,79.7547380706275
645,80.17,79.9354709572758
646,80.54,80.1152644520924
647,80.78,80.2941158897849
648,80.88,80.4720227376668
649,81.26,80.6489825947589
650,81.59,80.824993190863
651,81.76,81.0000523856082
652,81.85,81.1741581674697
653,82.23,81.3473086527634
654,82.76,81.5195020846137
655,82.97,81.6907368318986
656,83,81.8610113881707
657,83.11,82.0303243705558
658,83.18,82.1986745186293
659,83.25,82.3660606932729
660,83.69,82.5324818755094
661,84.08,82.6979371653197
662,84.28,82.8624257804398
663,84.59,83.0259470551417
664,84.62,83.1885004389955
665,85.02,83.3500854956165
666,85.04,83.5107019013964
667,85.17,83.67034944422
668,85.72,83.8290280221675
669,86.21,83.9867376422043
670,86.66,84.1434784188578
671,86.84,84.299250572883
672,86.85,84.4540544299165
673,86.9,84.607890419121
674,86.99,84.7607590718197
675,87.01,84.9126610201221
676,87.22,85.0635969955418
677,87.33,85.2135678276066
678,87.34,85.362574442462
679,87.38,85.5106178614685
680,87.48,85.6576991997938
681,87.62,85.8038196649995
682,87.92,85.9489805556247
683,88.09,86.0931832597649
684,88.12,86.2364292536487
685,88.49,86.3787201002122
686,88.6,86.5200574476716
687,88.6,86.6604430280941
688,88.66,86.7998786559693
689,88.66,86.9383662267796
690,88.95,87.0759077155719
691,89.02,87.2125051755296
692,89.02,87.348160736547
693,89.15,87.4828766038052
694,89.15,87.616655056351
695,89.46,87.7494984456786
696,89.61,87.8814091943149
697,89.74,88.0123897944094
698,89.89,88.1424428063275
699,89.89,88.2715708572497
700,90,88.3997766397757
701,90.32,88.5270629105345
702,90.32,88.6534324888001
703,90.35,88.7788882551149
704,90.37,88.9034331499185
705,90.41,89.0270701721853
706,90.61,89.1498023780687
707,90.61,89.2716328795539
708,90.61,89.392564843119
709,90.62,89.5126014884043
710,90.94,89.631746086891
711,91.32,89.7500019605891
712,91.32,89.867372480735
713,91.44,89.9838610664985
714,91.97,90.0994711837004
715,92.03,90.2142063435401
716,92.05,90.3280701013339
717,92.05,90.4410660552644
718,92.51,90.5531978451403
719,92.52,90.6644691511684
720,92.53,90.7748836927364
721,92.53,90.8844452272073
722,92.54,90.9931575487262
723,92.8,91.1010244870386
724,92.81,91.2080499063214
725,92.81,91.3142377040255
726,92.82,91.4195918097316
727,92.82,91.5241161840183
728,93.26,91.6278148173428
729,93.41,91.7306917289348
730,93.81,91.8327509657033
731,94.03,91.933996601156
732,94.03,92.0344327343326
733,94.68,92.1340634887508
734,94.68,92.2328930113657
735,94.9,92.3309254715428
736,94.95,92.4281650600446
737,95.2,92.5246159880297
738,95.21,92.620282486067
739,95.21,92.7151688031621
740,95.21,92.8092792057981
741,95.35,92.9026179769897
742,95.37,92.9951894153515
743,95.39,93.0869978341787
744,95.39,93.1780475605435
745,95.45,93.2683429344028
746,95.73,93.3578883077217
747,95.84,93.4466880436093
748,95.86,93.5347465154686
749,95.86,93.6220681061604
750,95.9,93.7086572071798
751,95.9,93.7945182178472
752,95.9,93.8796555445125
753,95.9,93.9640735997725
754,96.07,94.0477768017022
755,96.17,94.1307695730993
756,96.17,94.2130563407418
757,96.17,94.2946415346588
758,96.21,94.3755295874153
759,96.21,94.4557249334093
760,96.22,94.5352320081818
761,96.22,94.6140552477408
762,96.31,94.6921990878972
763,96.38,94.7696679636139
764,96.43,94.8464663083679
765,96.45,94.9225985535245
766,96.46,94.9980691277242
767,96.46,95.0728824562825
768,96.5,95.1470429606017
769,96.5,95.2205550575947
770,96.5,95.2934231591214
771,96.5,95.3656516714371
772,96.66,95.4372449946527
773,96.67,95.5082075222066
774,97.33,95.5785436403488
775,97.33,95.6482577276361
776,97.4,95.7173541544392
777,97.4,95.7858372824608
778,97.45,95.8537114642657
779,97.59,95.9209810428208
780,97.61,95.9876503510476
781,97.61,96.0537237113844
782,97.64,96.11920543536
783,97.65,96.184099823178
784,97.67,96.2484111633113
785,97.67,96.3121437321071
786,97.67,96.3753017934027
787,97.67,96.4378895981509
788,97.68,96.4999113840556
789,97.69,96.5613713752174
790,97.71,96.6222737817891
791,98.12,96.6826227996404
792,98.12,96.7424226100328
793,98.12,96.8016773793034
794,98.41,96.8603912585579
795,98.41,96.9185683833736
796,98.41,96.9762128735102
797,98.42,97.0333288326304
798,98.42,97.0899203480289
799,98.42,97.1459914903702
800,98.42,97.2015463134348
801,98.42,97.2565888538736
802,98.42,97.3111231309711
803,98.42,97.3651531464162
804,98.68,97.4186828840811
805,98.68,97.4717163098085
806,98.68,97.5242573712059
807,98.68,97.5763099974479
808,98.73,97.6278780990861
809,98.73,97.6789655678664
810,98.73,97.7295762765527
811,98.73,97.7797140787593
812,98.73,97.8293828087887
813,98.74,97.8785862814776
814,98.76,97.9273282920486
815,98.76,97.9756126159696
816,98.77,98.0234430088186
817,98.77,98.070823206156
818,98.77,98.1177569234025
819,98.94,98.1642478557233
820,99.03,98.2102996779185
821,99.45,98.2559160443198
822,99.45,98.301100588692
823,99.45,98.3458569241414
824,99.45,98.3901886430292
825,99.49,98.4340993168905
826,99.49,98.4775924963587
827,99.49,98.5206717110952
828,99.49,98.5633404697246
829,99.57,98.6056022597745
830,99.57,98.6474605476203
831,99.57,98.6889187784354
832,99.57,98.729980376146
833,99.57,98.7706487433898
834,99.57,98.8109272614806
835,99.57,98.8508192903761
836,99.57,98.8903281686512
837,99.57,98.9294572134745
838,99.57,98.9682097205901
839,99.57,99.0065889643026
840,99.58,99.0445981974666
841,99.58,99.0822406514798
842,99.59,99.1195195362801
843,99.59,99.1564380403468
844,99.6,99.1929993307046
845,99.6,99.2292065529317
846,99.6,99.2650628311719
847,99.61,99.3005712681484
848,99.62,99.3357349451832
849,99.62,99.3705569222175
850,99.62,99.4050402378372
851,99.74,99.4391879092998
852,99.74,99.4730029325656
853,99.74,99.5064882823309
854,99.74,99.5396469120644
855,99.74,99.5724817540467
856,99.79,99.6049957194118
857,99.79,99.6371916981915
858,99.79,99.6690725593628
859,99.79,99.7006411508972
860,99.79,99.7319002998122
861,99.79,99.7628528122261
862,99.79,99.7935014734142
863,99.79,99.8238490478676
864,99.79,99.8538982793537
865,99.79,99.8836518909798
866,99.83,99.9131125852573
867,99.83,99.942283044169
868,99.83,99.9711659292379
869,99.83,99.9997638815975
870,99.83,100.028079522065
871,99.83,100.056115451213
872,99.83,100.083874249449
873,99.83,100.111358477091
874,99.83,100.138570674445
875,99.83,100.165513361886
876,99.83,100.192189039943
877,99.83,100.218600189378
878,99.83,100.244749271273
879,99.83,100.270638727116
880,99.83,100.296270978886
881,99.83,100.321648429144
882,99.83,100.346773461122
883,99.83,100.371648438812
884,99.83,100.396275707059
885,99.83,100.420657591655
886,99.83,100.444796399428
887,99.83,100.468694418343
888,99.83,100.492353917593
889,99.83,100.515777147697
890,99.83,100.538966340597
891,99.83,100.561923709756
892,99.83,100.584651450255
893,99.83,100.607151738898
894,99.83,100.629426734304
895,99.84,100.651478577014
896,99.84,100.673309389591
897,99.84,100.694921276719
898,99.84,100.716316325308
899,99.84,100.737496604599
900,99.84,100.75846416626
901,99.84,100.779221044498
902,99.84,100.79976925616
903,99.84,100.820110800835
904,99.84,100.840247660962
905,99.84,100.860181801936
906,99.84,100.879915172209
907,99.84,100.899449703402
908,99.84,100.918787310405
909,99.84,100.937929891487
910,99.84,100.956879328403
911,99.84,100.975637486496
912,99.84,100.994206214808
913,99.84,101.012587346185
914,99.84,101.030782697385
915,99.84,101.048794069184
916,99.84,101.066623246484
917,99.84,101.084271998416
918,99.84,101.101742078455
919,99.84,101.11903522452
920,99.84,101.136153159082
921,99.84,101.153097589274
922,99.84,101.169870206997
923,99.84,101.186472689024
924,99.84,101.202906697109
925,99.84,101.219173878093
926,99.84,101.235275864011
927,99.84,101.251214272198
928,99.84,101.266990705392
929,99.84,101.282606751847
930,99.84,101.298063985431
931,99.84,101.313363965735
932,99.84,101.328508238178
933,99.84,101.343498334114
934,99.84,101.358335770931
935,99.84,101.373022052161
936,99.84,101.387558667582
937,99.84,101.401947093323
938,99.84,101.416188791963
939,99.84,101.430285212642
940,99.84,101.444237791157
941,99.84,101.458047950068
942,99.84,101.4717170988
943,99.84,101.485246633742
944,99.84,101.498637938353
945,99.84,101.51189238326
946,99.84,101.52501132636
947,99.84,101.53799611292
948,99.84,101.550848075676
949,99.84,101.563568534933
950,99.84,101.576158798666
951,99.84,101.588620162616
952,99.84,101.600953910388
953,99.84,101.613161313553
954,99.84,101.625243631741
955,99.84,101.637202112737
956,99.84,101.649037992584
957,99.84,101.660752495672
958,99.84,101.672346834836
959,99.84,101.683822211453
960,99.84,101.695179815532
961,99.84,101.706420825814
962,99.84,101.71754640986
963,99.84,101.728557724147
964,99.84,101.739455914161
965,99.84,101.750242114487
966,99.84,101.760917448901
967,99.84,101.771483030464
968,99.84,101.781939961609
969,99.84,101.792289334231
970,99.84,101.80253222978
971,99.84,101.812669719346
972,99.84,101.822702863751
973,99.86,101.832632713634
974,99.86,101.842460309539
975,99.86,101.852186682005
976,99.86,101.861812851647
977,99.86,101.871339829246
978,99.86,101.880768615834
979,99.86,101.890100202775
980,99.86,101.899335571856
981,99.86,101.908475695362
982,99.86,101.917521536166
983,99.86,101.92647404781
984,99.86,101.935334174586
985,99.86,101.944102851616
986,99.86,101.952781004937
987,99.86,101.961369551579
988,99.86,101.969869399644
989,99.86,101.978281448387
990,99.86,101.986606588294
991,99.86,101.994845701162
992,99.86,102.002999660173
993,99.86,102.011069329974
994,99.86,102.019055566753
995,99.86,102.026959218317
996,99.86,102.034781124162
997,99.86,102.042522115554
998,99.86,102.050183015601
999,99.86,102.057764639325
